_id,first_name,last_name,active,turned_pro,retired,country,country_yr,prev_country,prev_country_yr,dob,right_handed,backhand,cm,ft,coaches,preferred_surface,age_started,career_high,date,pm_USD,titles,win,loss,gladiator,headshot,ao_round,ao_years,rg_round,rg_years,w_round,w_years,uso_round,uso_years,finals_round,finals_years,olympics_round,olympics_years,wct_round,wct_years,gs_cup_round,gs_cup_years,davis_round,davis_years,hopman_round,hopman_years
kd48,Markos,Kalovelonis,true,2012,,GRE,2019,RUS,2014,1994-05-18,true,2,191,6'3",[Elina Neplii],[hard],5,445,2016-06-13,157518,0,1,2,true,true,,,,,,,,,,,,,,,,,,,,
kd87,Evgeny,Karlovskiy,true,2012,,RUS,,,,1994-08-07,true,2,191,6'3",,[grass],5,211,2019-06-17,386964,0,0,1,true,true,,,,,,,,,,,,,,,,,,,,
ke17,Nick,Kyrgios,true,2013,,AUS,,,,1995-04-27,true,2,193,6'4",,[hard],6,13,2016-10-24,12486696,7,205,114,true,true,Quarterfinals,[2015],3rd round,[2015:2016],Final,[2022],Quarterfinals,[2022],,,,,,,,,Semifinals,[2015:2017],Win,[2016]
ke29,Karen,Khachanov,true,2013,,RUS,,,,1996-05-21,true,2,198,6'6",[Jose Clavet:Vedran Martic],[hard:clay],3,8,2019-07-15,15830557,6,255,184,true,true,Semifinals,[2023],Quarterfinals,[2019:2023],Quarterfinals,[2021],Semifinals,[2022],Alternate,[2018],Silver,[2020],,,,,Win,[2021],,
ke64,Stefan,Kozlov,true,2013,,USA,,,,1998-02-01,true,2,183,6'0",[Andrei Kozlov],[clay],,103,2022-07-18,1005853,0,9,26,true,true,2nd round,[2022],,,1st round,[2022],1st round,[2022],,,,,,,,,,,,
ke73,Dominik,Koepfer,true,2016,,GER,,,,1994-04-29,false,2,180,5'11",[Rhyne Williams:Billy Heiser],[clay],,49,2024-03-04,3003042,0,52,59,true,true,2nd round,[2021:2022],3rd round,[2021],3rd round,[2021],4th round,[2019],,,3rd round,[2021],,,,,Semifinals,[2021],,
kf17,Soonwoo,Kwon,true,2015,,KOR,,,,1997-12-02,true,2,180,5'11",[Daniel Yoo],[hard],10,52,2021-11-01,2689836,2,64,67,true,true,2nd round,[2022],3rd round,[2021],2nd round,[2021],2nd round,[2020:2022],,,,,,,,,,,,
kh41,Patrick,Kaukovalta,true,,,FIN,,,,1998-12-01,true,2,193,6'4",,,,769,2024-02-26,18206,0,0,1,false,false,,,,,,,,,,,,,,,,,,,,
ki48,Ergi,Kirkin,true,,,TUR,,,,1999-01-27,true,2,180,5'11",,,3,270,2022-07-25,151080,0,2,3,false,true,,,,,,,,,,,,,,,,,,,,
ki74,Nicola,Kuhn,true,2015,,GER,2021,ESP,2016,2000-03-20,true,2,185,6'1",[Dirk Hordoff],,,174,2019-10-07,443969,0,3,9,true,true,,,,,1st round,[2022],,,,,,,,,,,,,,
ki82,Vit,Kopriva,true,2015,,CZE,,,,1997-06-15,true,2,178,5'10",[Jaroslav Pospisil],,,111,2023-09-25,643269,0,6,8,true,true,1st round,[2024],,,,,,,,,,,,,,,,,,
ki95,Miomir,Kecmanovic,true,2017,,SRB,,,,1999-08-31,true,2,183,6'0",[Wayne Black:Ivan Cinkus],[hard],6,,,,,,,,,4th round,[2022:2024],3rd round,[2022],3rd round,[2022],2nd round,[2019:2020:2022],,,2nd round,[2021],,,,,,,,
l018,Ivan,Lendl,false,1978,1994,USA,1992,TCH,,1960-03-07,true,1,188,6'2",[Jay Bosworth],,,1,1983-02-28,21262417,94,1068,242,true,true,Win,[1989:1990],Win,[1984:1986:1987],Final,[1986:1987],Win,[1985:1986:1987],Win,[1981:1982:1985:1986:1987],,,Win,[1982:1985],Semifinals,[1991],Win,[1980],,
l045,Robert,Lutz,false,1965,1982,USA,,,,1947-08-29,true,,180,5'11",,,,15,1976-04-05,1165276,11,465,298,false,true,Semifinals,[1971],4th round,[1971],Quarterfinals,[1969],4th round,[1967:1971:1972:1978:1982],,,,,Semifinals,[1976],,,,,,
l058,Rod,Laver,false,1956,1979,AUS,,,,1938-08-09,false,1,173,5'8",,,,3,1974-08-09,1545413,72,576,146,false,true,Win,[1960:1962:1969],Win,[1962:1969],Win,[1961:1962:1968:1969],Win,[1962:1969],Round robin,[1970],,,Final,[1971:1972],,,Win,[1959:1960:1961:1962:1973],,
l083,David,Lloyd,false,1968,1979,GBR,,,,1948-01-03,true,,,,,,,128,1973-09-13,0,0,34,75,false,false,,,1st round,[1968:1969:1970:1971:1973],3rd round,[1968],1st round,[1969],,,,,,,,,,,,
l0bv,Jiri,Lehecka,true,2020,,CZE,,,,2001-11-08,true,2,185,6'1",[Michal Navratil],[hard],3,23,2024-01-15,3283280,1,60,55,true,true,Quarterfinals,[2023],2nd round,[2023],4th round,[2023],1st round,[2022:2023],,,,,,,,,,,,
l0il,Martin,Landaluce,true,,,ESP,,,,2006-01-08,true,2,191,6'3",[Oscar Burrieza:Gustavo Marcaccio:Esteban Carril],,,359,2024-03-04,119326,0,1,4,false,true,,,,,,,,,,,,,,,,,,,,
l117,Premjit,Lall,false,1958,1975,IND,,,,1940-10-20,true,1,,,,,,105,1973-10-15,0,0,65,72,false,false,3rd round,[1962],3rd round,[1969],3rd round,[1962:1965:1970],2nd round,[1959:1964:1969:1970],Final,[1959:1962:1963:1966:1968],,,,,,,,,,
l119,Sergei,Likhachev,false,1960,1973,URS,,,,1940-03-20,true,,,,,,,194,1974-06-03,0,0,6,18,false,false,,,3rd round,[1967],4th round,[1967],1st round,[1962],,,,,,,,,,,,
l121,Lance,Lumsden,false,1963,1974,JAM,,,,,true,,,,,,,,,0,0,2,20,false,false,2nd round,[1967],1st round,[1968],1st round,[1966:1968],1st round,[1966],,,,,,,,,,,,
l122,Bronislaw,Lewandowski,false,1967,1968,POL,,,,1947-08-31,true,,,,,,,,,0,0,0,5,false,false,,,2nd round,[1968],,,,,,,,,,,,,,,,
l123,Michel,Leclercq,false,1963,1974,FRA,,,,1940-10-12,true,,,,,,,,,0,0,19,16,false,false,,,3rd round,[1970],2nd round,[1965:1967],,,,,,,,,,,,,,
l317,Severin,Luthi,false,,,SUI,,,,1976-01-05,true,,,,,,,622,1995-10-23,520,0,0,0,false,false,,,,,,,,,,,,,,,,,,,,
l336,Harel,Levy,false,1995,2011,ISR,,,,1978-08-05,true,1,185,6'1",[Oded Jacob],[hard],7,30,2001-06-25,1579908,0,63,99,false,false,2nd round,[2001],2nd round,[2001],2nd round,[2000],2nd round,[2002],,,,,,,,,Semifinals,[2009],,
l360,Ivan,Ljubicic,false,1998,2012,CRO,,,,1979-03-19,true,1,193,6'4",[Riccardo Piatti],,9,3,2006-05-01,10181121,10,429,296,false,true,Quarterfinals,[2006],Semifinals,[2006],3rd round,[2006:2007:2011],3rd round,[2005:2007],Round robin,[2005:2006],3rd round,[2000:2004],,,,,Win,[2005],,
l397,Feliciano,Lopez,false,1997,2023,ESP,,,,1981-09-20,false,1,188,6'2",,[hard],5,12,2015-03-02,18706677,7,506,490,true,true,4th round,[2012:2015],4th round,[2004],Quarterfinals,[2005:2008:2011],Quarterfinals,[2015],Alternate,[2014],3rd round,[2004:2012],,,,,Win,[2008:2009:2011:2019],Round robin,[2017]
l428,Michael,Llodra,false,1999,2014,FRA,,,,1980-05-18,false,1,191,6'3",,,6,21,2011-05-09,8533350,5,187,221,false,true,3rd round,[2012],4th round,[2004:2008],4th round,[2011],4th round,[2004],,,2nd round,[2008],,,,,,,,
l503,Paolo,Lorenzi,false,2003,2021,ITA,,,,1981-12-15,true,2,183,6'0",[Pietro Griccioli],[clay],7,33,2017-05-15,5208086,1,110,185,true,true,2nd round,[2015:2017],2nd round,[2017],2nd round,[2017:2018],4th round,[2017],,,2nd round,[2016],,,,,,,,
l515,Peter,Luczak,false,2000,2012,AUS,,,,1979-08-31,true,2,183,6'0",[Josh Eagle:Todd Woodbridge],,5,64,2009-10-12,1348936,0,41,89,false,false,3rd round,[2003:2006],1st round,[2005:2007:2008:2010],2nd round,[2010],1st round,[2005:2007:2009:2010],,,,,,,,,Semifinals,[2006],Round robin,[2008]
l575,Yen-Hsun,Lu,false,2001,2021,TPE,,,,1983-08-14,true,2,180,5'11",[Stephen Koon],[hard],8,33,2010-11-01,5179843,0,162,231,true,true,3rd round,[2009:2012],2nd round,[2013:2015],Quarterfinals,[2010],2nd round,[2008:2013:2017],,,3rd round,[2008],,,,,,,,
l797,Lukas,Lacko,false,2005,2022,SVK,,,,1987-11-03,true,2,188,6'2",[Dominik Hrbaty],[hard],5,44,2013-01-14,3602283,0,98,148,false,true,3rd round,[2012:2017],2nd round,[2010],3rd round,[2012:2016],1st round,[2010:2018],,,1st round,[2012],,,,,,,,
l799,Jesse,Levine,false,2007,2014,USA,,,,1987-10-15,false,2,175,5'9",[Horacio Rearte:Cyril Saulnier],[hard],7,69,2012-10-01,1131456,0,31,64,false,true,2nd round,[2008:2013],2nd round,[2012],3rd round,[2009],2nd round,[2009],,,,,,,,,,,,
l836,Nick,Lindahl,false,2006,2013,AUS,2012,SWE,2011,1988-07-31,true,2,183,6'0",[Shannon Bluhm],,,187,2010-05-17,217220,0,1,8,false,false,1st round,[2008:2010],,,,,,,,,,,,,,,,,,
l949,Henri,Laaksonen,true,2009,,SUI,2011,FIN,,1992-03-31,true,2,185,6'1",,[hard],,84,2022-02-14,2376339,0,51,75,true,true,2nd round,[2019],3rd round,[2021],1st round,[2017:2022],3rd round,[2021],,,,,,,,,,,,
l950,Alexandar,Lazov,false,2006,2019,BUL,,,,1990-07-09,false,2,183,6'0",,,6,324,2015-06-29,112371,0,1,7,false,false,,,,,,,,,,,,,,,,,,,,
l987,Dusan,Lajovic,true,2007,,SRB,,,,1990-06-30,true,1,183,6'0",[Jose Perlas],[hard],7,23,2019-04-29,9077165,2,194,248,true,true,4th round,[2021],4th round,[2014],2nd round,[2014:2017:2021:2022],3rd round,[2018],,,,,,,,,Final,[2013],,
lb07,Gonzalo,Lama,false,2011,2024,CHI,,,,1993-04-27,true,2,180,5'11",[Cristobal Saavedra],[clay],5,160,2016-06-20,294060,0,8,7,false,true,,,,,,,,,,,,,,,,,,,,
lb66,Constant,Lestienne,true,2012,,FRA,,,,1992-05-23,true,2,180,5'11",,[clay],6,48,2023-02-06,1741680,0,17,35,true,true,2nd round,[2023],1st round,[2023],1st round,[2023],1st round,[2023],,,,,,,,,,,,
lb84,Juan Ignacio,Londero,true,2010,,ARG,,,,1993-08-15,true,2,180,5'11",[Andres Schneiter],[clay],7,50,2019-11-11,2112669,1,35,50,true,true,1st round,[2020:2021],4th round,[2019],1st round,[2019:2021],2nd round,[2019:2020],,,,,,,,,,,,
lc11,Tristan,Lamasine,true,2010,,FRA,,,,1993-03-05,true,2,183,6'0",[Georges Bell],[clay],,181,2015-08-03,594266,0,3,6,false,true,,,,,1st round,[2016],,,,,,,,,,,,,,
li39,Alexandar,Lazarov,true,2016,,BUL,,,,1997-11-06,true,1,191,6'3",[Krassimir Lazarov],[clay],5,272,2022-11-14,190391,0,7,9,true,true,,,,,,,,,,,,,,,,,,,,
m030,Wally,Masur,false,1982,1995,AUS,,,,1963-05-13,true,,180,5'11",[Gavin Hopper],,,15,1992-10-11,3134718,3,327,285,false,true,Semifinals,[1987],3rd round,[1991],4th round,[1988:1992:1993],Semifinals,[1993],,,2nd round,[1988],,,,,,,,
m038,Gene,Mayer,false,1973,1986,USA,,,,1956-04-11,true,2,183,6'0",,,,4,1980-10-06,1382422,14,321,159,false,true,4th round,[1979],,,Quarterfinals,[1980:1982],Quarterfinals,[1982:1984],,,,,,,,,,,,
m047,John,McEnroe,false,1978,1994,USA,,,,1959-02-16,false,,180,5'11",,,,1,1980-03-03,12552132,77,883,198,true,true,Semifinals,[1983],Final,[1984],Win,[1981:1983:1984],Win,[1979:1980:1981:1984],Win,[1978:1983:1984],,,Win,[1979:1981:1983:1984:1989],Quarterfinals,[1992],Win,[1978:1979:1981:1982:1992],Final,[1990]
m048,Patrick,McEnroe,false,1988,1998,USA,,,,1966-07-01,true,,183,6'0",,,,28,1995-09-11,3118316,1,140,163,false,true,Semifinals,[1991],3rd round,[1991],2nd round,[1991:1992:1995],Quarterfinals,[1995],,,,,,,Quarterfinals,[1991],,,,
m052,Miloslav,Mecir Sr,false,1982,1990,TCH,,,,1964-05-19,true,,191,6'3",,,,4,1988-02-22,2632538,11,262,122,false,true,Final,[1989],Semifinals,[1987],Semifinals,[1988],Final,[1986],Round robin,[1987],Gold,[1988],Win,[1987[,,,Semifinals,[1985:1986],Win,[1989]
m0ci,Fabian,Marozsan,true,2017,,HUN,,,,1999-10-08,true,2,193,6'4",[Gyorgy Balazs],[hard],5,57,2024-01-29,1090789,0,21,17,true,true,3rd round,[2024],,,1st round,[2023],2nd round,[2023],,,,,,,,,,,,
m0ej,Lorenzo,Musetti,true,2019,,ITA,,,,2002-03-03,true,1,185,6'1",[Simone Tartarini],[clay],4,15,2023-06-26,5236688,2,98,91,true,true,2nd round,[2024],4th round,[2021:2023],3rd round,[2023],3rd round,[2022],,,1st round,[2020],,,,,Win,[2023],,
m0fh,Tomas,Machac,true,2017,,CZE,,,,2000-10-13,true,2,183,6'0",[Daniel Vacek],[hard],5,60,2024-03-18,1417040,0,25,22,true,true,3rd round,[2024],1st round,[2020],1st round,[2023],1st round,[2022],,,2nd round,[2021],,,,,,,,
m0g4,Harold,Mayot,true,2020,,FRA,,,,2022-02-04,true,2,178,5'10",[Thierry Tulasne],[hard],4,131,2024-02-12,549795,0,5,6,false,true,,,1st round,[2020],2nd round,[2023],,,,,,,,,,,,,,
m0jf,Hamad,Medjedovic,true,2021,,SRB,,,,2003-07-18,true,2,188,6'2",[Viktor Troicki],[hard],6,102,2023-10-16,969478,0,12,10,true,true,,,1st round,[2023],1st round,[2023],,,,,,,,,,,,,,
m0hu,Shintaro,Mochizuki,true,2019,,JPN,,,,2003-06-02,true,2,175,6'9",,,3,129,2023-11-06,517869,0,3,15,true,true,1st round,[2024],,,1st round,[2023],,,,,,,,,,,,,,
m0ni,Jakub,Mensik,true,2022,,CZE,,,,2005-09-01,true,2,193,6'4",[Tomas Josefus],[hard],5,70,2024-03-18,630141,0,11,5,true,true,2nd round,[2024],,,,,3rd round,[2023],,,,,,,,,,,,
m0qi,Alex,Michelsen,true,2023,,USA,,,,2004-08-25,true,2,193,6'4",[Jay Leavitt:Eric Diaz],,3,73,2024-01-29,762903,0,15,16,true,true,3rd round,[2024],,,,,2nd round,[2023],,,,,,,,,,,,
m111,Frew,McMillan,false,1961,1983,RSA,,,,1942-05-20,true,2,183,6'0",,,,39,1974-06-03,609072,2,201,247,false,true,1st round,[1971],3rd round,[1967:1971],3rd round,[1970:1978],Quarterfinals,[1972],Win,[1972],,,,,,,Win,[1974],,
m118,Raymond,Moore,false,1963,1983,RSA,,,,1946-08-24,true,,183,6'0",,,,32,1977-02-15,328,1,362,389,false,true,3rd round,[1969:1976],3rd round,[1972:1975:1979],Quarterfinals,[1968],Quarterfinals,[1977],,,,,,,,,Win,[1974],,
m135,Jose Edison,Mandarino,false,1959,1977,BRA,,,,1941-03-26,true,,173,5'8",,,,81,1975-06-02,172,0,107,120,false,false,,,3rd round,[1960:1964:1965:1966:1968],3rd round,[1967:1968:1970],1st round,[1962],,,,,,,,,,,,
m140,Robert,Maud,false,1965,1975,RSA,,,,1946-08-12,true,,180,5'11",,,,57,1974-08-09,0,3,121,133,false,false,1st round,[1971],3rd round,[1968:1969],3rd round,[1967],2nd round,[1972],,,,,,,,,,,,
m152,Ivan,Molina,false,1966,1982,COL,,,,1946-06-16,false,,,,,,,40,1976-04-05,0,0,168,207,false,false,,,2nd round,[1978],2nd round,[1972:1973],2nd round,[1975:1977],,,,,,,,,,,,
m242,Joseph,Mateo,false,,,FRA,,,,,true,,,,,,,,,0,0,,,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
m257,Jean-Claude,Molinari,false,1950,1968,FRA,,,,1931-08-22,true,,,,,,,,,0,0,0,2,false,false,,,3rd round,[1951:1953:1958:1959],Quarterfinals,[1959],1st round,[1951],,,,,,,,,,,,
m258,Alexander,Marcial,false,1968,1978,PHI,,,,1949-03-30,true,,,,,,,262,1974-07-29,0,0,2,9,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
m268,Stanley,Matthews,false,1962,1973,GBR,,,,1945-11-20,true,,,,,,,,,0,0,19,30,false,false,1st round,[1963:1964],2nd round,[1967:1969],2nd round,[1963:1969],2nd round,[1971],,,,,,,,,,,,
m271,Alex,Metreveli,false,1962,1979,URS,,,,1944-11-02,true,1,,,,,,9,1974-06-03,0,9,263,101,false,false,Semifinals,[1972],Semifinals,[1972],Final,[1973],Quarterfinals,[1974],,,,,,,,,,,,
m272,Jaidip,Mukerjea,false,1959,1975,IND,,,,1942-04-21,true,1,,,,,,120,1974-06-03,0,0,41,42,false,false,4th round,[1962],4th round,[1965:1966],4th round,[1963:1964:1966:1973],4th round,[1962],,,,,,,,,Final,[1966],,
m276,Giuseppe,Merlo,false,1947,1969,ITA,,,,1927-10-11,true,2,,,,,,158,1973-10-15,0,0,7,12,false,false,,,Semifinals,[1955:1956],4th round,[1955],1st round,[1955],,,,,,,,,Final,[1955:1958:1961],,
m277,Jim,Moore,false,1968,1975,AUS,,,,,,,,,,,,254,1976-06-14,0,0,5,9,false,false,2nd round,[1959],1st round,[1966:1968],1st round,[1965:1966],,,,,,,,,,,,,,
m278,Peter,Marmureanu,false,1963,1972,ROU,,,,1941-06-20,,,,,,,,,,0,0,13,15,false,false,,,3rd round,[1968:1969:1970],1st round,[1970:1971:1972],2nd round,[1969],,,,,,,,,,,,
m279,Bernard,Montrenaud,false,1963,1973,FRA,,,,,true,,,,,,,265,1974-06-03,0,0,6,18,false,false,,,2nd round,[1967:1968:1970:1971],1st round,[1966:1967:1970],,,,,,,,,,,,,,
m325,Colin,McHugo,false,1968,1973,GBR,,,,1945-12-04,true,,,,,,,,,0,0,1,6,false,false,,,,,1st round,[1973],,,,,,,,,,,,,,
m595,Max,Mirnyi,false,1994,2018,BLR,,,,1977-07-06,true,1,196,6'5",[Nikolai Mirnyi],,6,18,2003-08-18,11763620,1,244,242,true,true,3rd round,[2000:2006],2nd round,[1999:2006],4th round,[2003:2005:2006],Quarterfinals,[2002],,,Quarterfinals,[2000],,,,,,,,
m655,Nicolas,Massu,false,1997,2013,CHI,,,,1979-10-10,true,2,183,6'0",[Gabriel Markus],,5,9,2004-09-13,4344833,6,257,238,false,true,2nd round,[2005],3rd round,[2004:2006],3rd round,[2001],4th round,[2005],,,Gold,[2004],,,,,Quarterfinals,[2006:2010],,
m708,Ricardo,Mello,false,1999,2013,BRA,,,,1980-12-21,false,2,175,5'9",[Carlos Albano],[clay],6,50,2005-07-25,1484044,1,60,94,false,false,2nd round,[2005:2012],1st round,[2004:2005:2010:2011],2nd round,[2011],3rd round,[2004],,,,,,,,,,,,
m762,Jurgen,Melzer,false,1999,2021,AUT,,,,1981-05-22,false,2,183,6'0",[Fredrik Rosengren],,9,8,2011-04-18,10739212,5,350,334,true,true,4th round,[2011],Semifinals,[2010],4th round,[2010:2013],4th round,[2010],,,Quarterfinals,[2008],,,,,Quarterfinals,[2012],,
m850,Paul-Henri,Mathieu,false,1999,2017,FRA,,,,1982-01-12,true,2,185,6'1",[Nicolas Devilder],[hard:clay],3,12,2008-04-07,6299093,4,276,306,true,true,4th round,[2006:2008],4th round,[2002:2008],4th round,[2007:2010],3rd round,[2004:2010],,,Quarterfinals,[2008],,,,,Final,[2002],,
m873,Nicolas,Mahut,true,2000,,FRA,,,,1982-01-21,true,1,191,6'3",[Nicolas Copin:Nicolas Renavand],[hard],5,37,2014-05-05,12755335,4,181,225,true,true,3rd round,[2012],3rd round,[2012:2015:2019],4th round,[2016],3rd round,[2016:2017],,,,,,,,,Win,[2017],,
ma30,Gilles,Muller,false,2001,2018,LUX,,,,1983-05-09,false,2,193,6'4",[Benjamin Balleret:Alexandre Lisiecki],[hard:clay],5,21,2017-07-31,5991874,2,233,213,true,true,4th round,[2015],2nd round,[2012:2015],Quarterfinals,[2017],Quarterfinals,[2008],,,3rd round,[2016],,,,,,,,
mb02,Florian,Mayer,false,2001,2018,GER,,,,1983-10-05,true,2,191,6'3",[Tobias Summerer],[clay],5,18,2011-06-06,7278992,2,243,261,true,true,4th round,[2014],2nd round,[2004:2011:2012],Quarterfinals,[2004:2012],3rd round,[2011:2013],,,,,,,,,Quarterfinals,[2008:2011:2014],,
mc81,Jamie,Murray,true,2004,,GBR,,,,1986-02-13,false,2,191,6'3",[Louis Cayer:Alan MacDonald],[hard:grass],4,834,2006-05-22,6513125,0,0,1,true,true,,,,,,,,,,,,,,,,,Win,[2015],,
mb85,Sam,Match,false,1940,1968,USA,,,,1923-01-03,,,,,,,,,,0,0,0,1,false,false,,,,,,,3rd round,[1946:1947:1949],,,,,,,,,,,,
mb88,Matwe,Middelkoop,true,2002,,NED,,,,1983-09-03,true,2,191,6'3",[Willem-Jan Van Hulst:Gerard Van Hellemondt],[clay],5,197,2008-11-03,2096025,0,2,2,true,true,,,,,,,,,,,,,,,,,,,,
me89,Illya,Marchenko,true,2006,,UKR,,,,1987-09-08,true,2,185,6'1",[Filip Havaj],[hard],7,49,2016-09-26,2432428,0,68,96,false,false,2nd round,[2010:2011],1st round,[2010:2013:2015:2016],2nd round,[2010],4th round,[2016],,,,,,,,,,,,
mc10,Andy,Murray,true,2005,,GBR,,,,1987-05-15,true,2,191,6'3",[Ivan Lendl],,3,1,2016-11-07,64416100,46,736,257,true,true,Final,[2010:2011:2013:2015:2016],Final,[2016],Win,[2013:2016],Win,[2012],Win,[2016],Gold,[2012:2016],,,,,Win,[2015],Final,[2010]
mc65,Gael,Monfils,true,2004,,FRA,,,,1986-09-01,true,2,193,6'4",[Mikael Tillstrom],,4,6,2016-11-07,22090320,12,550,321,true,true,Quarterfinals,[2016:2022],Semifinals,[2008],4th round,[2018],Semifinals,[2016],Round robin,[2016],Quarterfinals,[2008:2016],,,,,,,,
me04,Fabrice,Martin,true,2006,,FRA,,,,1986-09-11,true,1,198,6'6",[Paul Forsyth],[hard],5,228,2012-07-23,2382664,0,0,2,true,true,,,,,,,,,,,,,,,,,,,,
me05,Marinko,Matosevic,false,2003,2018,AUS,,,,1985-08-08,true,2,193,6'4",,,10,39,2013-02-25,2041040,0,63,95,true,true,2nd round,[2015],2nd round,[2014],2nd round,[2014],1st round,[2011:2012:2013:2014],,,,,,,,,,,,
me56,Andres,Molteni,true,2005,,ARG,,,,1988-03-15,true,2,180,5'11",[Leonardo Olguin],,5,181,2011-05-09,2126157,0,0,2,true,true,,,,,,,,,,,,,,,,,,,,
me82,Adrian,Mannarino,true,2004,,FRA,,,,1988-06-29,false,2,180,5'11",[Erwann Tortuyaux],,5,17,2024-01-29,12047652,5,295,320,true,true,4th round,[2022:2024],2nd round,[2014:2016:2019],4th round,[2013:2017:2018],3rd round,[2013:2014:2017:2020:2023],,,,,,,,,,,,
mf09,Nikola,Mektic,true,2008,,CRO,,,,1998-12-24,true,2,183,6'0",[Goran Oresic],[clay],,213,2013-05-06,4862394,0,3,9,true,true,,,,,,,,,,,,,,,,,,,,
mf35,Andrej,Martin,false,2007,2022,SVK,,,,1989-09-20,true,2,183,6'0",,,,93,2020-02-10,1584553,0,27,38,false,true,1st round,[2021],3rd round,[2016],,,1st round,[2013:2020],,,3rd round,[2016],,,,,,,,
mh16,Yannick,Maden,false,2013,2022,GER,,,,1989-10-28,true,2,185,6'1",[Markus Wislsperger:Fidi Beutel],[clay],,96,2019-06-24,760360,0,9,17,true,true,,,2nd round,[2019],1st round,[2018],1st round,[2018],,,,,,,,,,,,
mh30,John,Millman,false,2006,2024,AUS,,,,1989-06-14,true,2,183,6'0",,[hard],4,33,2018-10-15,5519421,1,121,149,true,true,3rd round,[2016:2020],1st round,[2016:2017:2018:2019:2020:2022],3rd round,[2016:2019],Quarterfinals,[2018],,,2nd round,[2016:2021],,,,,Semifinals,[2017],,
mj08,Thiago,Monteiro,true,2011,,BRA,,,,1994-05-31,false,2,183,6'0",[Ruben Ramirez-Hidalgo:Pablo Fuentes],[hard:clay],8,61,2022-10-17,3385494,0,83,118,true,true,2nd round,[2021],3rd round,[2020],2nd round,[2017],2nd round,[2022],,,1st round,[2021],,,,,,,,
mk40,Benjamin,Mitchell,true,2008,,AUS,,,,1992-11-30,true,,183,6'0",[Desmond Tyson],,,204,2015-03-02,302377,0,0,5,false,true,1st round,[2012:2013],,,,,,,,,,,,,,,,,,
mk66,Mackenzie,McDonald,true,2016,,USA,,,,1995-04-16,true,2,178,5'10",,[hard],3,37,2023-10-16,5456200,0,100,115,true,true,4th round,[2021],3rd round,[2022],4th round,[2018],2nd round,[2021:2023],,,,,,,,,,,,
ml57,Gianluca,Mager,true,2013,,ITA,,,,1994-12-01,true,2,188,6'2",[Matteo Civarolo:Flavio Cipolla],[hard],7,62,2021-11-22,1604960,0,25,35,true,true,1st round,[2021:2022],2nd round,[2021],2nd round,[2021],1st round,[2020:2021],,,,,,,,,,,,
mm58,Daniil,Medvedev,true,2014,,RUS,,,,1996-02-11,true,2,198,6'6",[Gilles Cervara],[hard],6,1,2022-02-28,39459322,20,347,139,true,true,Final,[2021:2022:2024],Quarterfinals,[2021],Semifinals,[2023],Win,[2021],Win,[2020],Quarterfinals,[2021],,,,,Win,[2021],,
mm66,Nikola,Milojevic,true,2013,,SRB,,,,1995-06-19,true,2,188,6'2",[Marcos Roy],[hard],7,125,2022-02-21,1048106,0,6,8,false,true,1st round,[2022],2nd round,[2020],,,,,,,,,,,,,,,,
mn13,Maximilian,Marterer,true,2014,,GER,,,,1995-06-15,false,2,188,6'2",[Gerald Radovici],[hard],6,45,2018-08-13,2589281,0,35,66,true,true,3rd round,[2018],4th round,[2018],3rd round,[2023],1st round,[2017:2018:2021:2022],,,,,,,,,,,,
mn23,Aleksandre,Metreveli,true,2010,,GEO,,,,1993-08-10,true,2,183,6'0",[Irakli Metreveli],[hard],5,264,2016-06-06,179560,0,2,7,true,true,,,,,,,,,,,,,,,,,,,,
mo44,Pedro,Martinez,true,2016,,ESP,,,,1997-04-26,true,2,185,6'1",,[clay],5,40,2022-05-09,3327237,1,54,70,true,true,3rd round,[2021],3rd round,[2020],3rd round,[2021],2nd round,[2021],,,,,,,,,,,,
mo55,Lucas,Miedler,true,2014,,AUT,,,,1996-06-21,true,1,183,6'0",[Wolfgang Thiem],[grass],3,201,2018-10-15,852603,0,1,3,true,true,,,,,,,,,,,,,,,,,,,,
mp20,Alexandre,Muller,true,2014,,FRA,,,,1997-02-01,true,2,183,6'0",[Jean-Christophe Faurel],[clay],8,71,2024-01-29,1488457,0,14,25,true,true,2nd round,[2021],1st round,[2017:2019:2023],2nd round,[2023],1st round,[2023],,,,,,,,,,,,
mq75,Kamil,Majchrzak,true,2013,,POL,,,,1996-01-13,true,2,180,5'11",[Jean-Marcel Bourgault Du Coudray],[hard],8,75,2022-02-28,1966770,0,31,41,true,true,2nd round,[2022],2nd round,[2021],1st round,[2019:2022],3rd round,[2019],,,1st round,[2021],,,,,,,,
mu94,Jaume,Munar,true,2014,,ESP,,,,1997-05-05,true,2,183,6'0",[Javier Fernandez:Miguel Sanchez],[clay],8,52,2019-05-20,3991788,0,83,117,true,true,2nd round,[2020:2024],2nd round,[2018:2021:2022],2nd round,[2022:2023],2nd round,[2018],,,,,,,,,,,,
mv14,Alex,Molcan,true,2015,,SVK,,,,1997-12-01,false,2,178,5'10",[Karol Beck:Marian Vajda],[hard:clay],5,38,2022-05-23,2165272,0,50,44,false,true,2nd round,[2022:2023],2nd round,[2022:2023],3rd round,[2022],3rd round,[2021],,,,,,,,,,,,
